MaxTouch Analyzer Version :,Sensor Inspector Ver.2.18
Log Create Time :,2019/05/07 14:18:18
Output File Name :, Log\PASS\_504E3835332E3120FF0A0C0CFFFF0D0D_HC-107082-NB_0507_141818.csv
Windows OS Version :, Windows 7,
Device in System =, \\?\hid#vid_03eb&pid_6123#6&2ffc47e&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}(QRG-I/F)
Port in System =, PCIROOT(0)#PCI(1400)#USBROOT(0)#USB(6)
Bridge board =, USB5030
Device Address =, 0x4B
Power switching =, False
Spend time =, 25.7
Memory(MB) =, 4277
Test Profile =, Default
Operator ID #, 
WorkStation ID #, HC-107082-NB
Barcode FPC #, 
Barcode CG #, 
Barcode LCM #, 
Maxtouch =, maXTouch mXT2954T2
Control File =, C:\mxt336U.txt (MD5: )Control File doesn't exist)
Family ID =, 0xA4
Variant ID =, 0x0D
Revision ID =, 0x03
Bootloader ID =, 0x5304
FW Version =, 0x23AB
Config Version =, 0x0103
Internal Config Version =, 0x0000
XCFG CheckSum=, 0x9F1F72, 
Chip CheckSum =, 0x9F1F72
Chip Device Unique ID =, 504E3835332E3120FF0A0C0CFFFF0D0D
Matrix X Size =, 41
Matrix Y Size =, 72
Screen X Size =, 38
Screen Y Size =, 51
T8 Charge Time =, 23
T9 / T100 Sensor Gain =, 13

/////////////////////////
// Overall Test Result //
/////////////////////////
PASS
OVERALL: PASS

//////////////////////
// Test Matrix list //
//////////////////////
Overall,PASS
Test Options,0) Inspector Options,PASS,Pass
Chip Upgrade,2) Chip ID check,PASS,Pass. FID:A4 VID:0D RID:03
Chip Upgrade,3) Load Firmware,PASS,Pass. Version matches. Skip.
Chip Upgrade,4) Confirm Firmware,PASS,Pass. Version match 0x23AB
Chip Upgrade,6) Load Configure,PASS,Pass. Chksum 0x9F1F72 match. Skip
Chip Upgrade,7) Confirm CheckSum,PASS,Pass. Chksum 0x9F1F72 match.
HW Test,14) Reset Pin Open Test,PASS,Pass
HW Test,15) INT/CHG Pin Test,PASS,Pass
HW Test,16) Processor Test,PASS,Pass
HW Test,17) AVDD Test,PASS,Pass
HW Test,18) Pin Fault Test,PASS,Pass
HW Test,24) I2C Test,PASS,Pass. I2C mode: OBP. Addr: 0x4B matches
Sensor Test,26) Ref check - 1 region,PASS,Pass. sensor max:22351 min:21976 range:375 meets spec
Sensor Test,29) Sensor Variant,PASS,Pass
Sensor Test,36) MicroDefect,PASS,Pass. Max Diff 0.6(CX15-16) 0.4(BX36-37) 4.2(CY33-34) 4.1(BY0-1)

// Reference value
Reference Value at Charger Time=,23
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,
X25,22149,22185,22229,22239,22201,22207,22231,22207,22185,22194,22219,22200,22311,22297,22216,22258,22274,22205,22087,22236,22136,22199,22242,22195,22120,22202,22086,22231,22202,22232,22201,22211,22141,22123,22263,22213,22200,22216,22235,22175,22195,22117,22292,22252,22230,22158,22268,22234,22213,22272,22160
X26,22153,22189,22232,22241,22204,22211,22234,22209,22187,22197,22220,22202,22312,22297,22217,22260,22276,22207,22088,22238,22137,22201,22244,22197,22121,22204,22086,22232,22203,22233,22201,22211,22141,22124,22265,22214,22201,22218,22236,22176,22196,22119,22293,22251,22230,22159,22268,22235,22213,22272,22161
X27,22156,22192,22234,22243,22207,22214,22237,22211,22189,22200,22222,22203,22312,22298,22218,22261,22279,22209,22090,22239,22138,22203,22247,22198,22122,22205,22087,22232,22203,22234,22201,22212,22140,22124,22266,22214,22202,22219,22237,22176,22197,22121,22293,22251,22231,22160,22269,22235,22213,22273,22162
X28,22160,22196,22236,22245,22210,22218,22239,22213,22191,22203,22224,22205,22312,22298,22220,22263,22281,22211,22091,22240,22139,22205,22249,22199,22123,22207,22087,22232,22203,22235,22201,22212,22140,22124,22266,22215,22203,22221,22237,22177,22198,22123,22293,22250,22231,22160,22269,22235,22212,22273,22162
X29,22164,22199,22238,22247,22213,22221,22242,22214,22192,22206,22225,22206,22312,22298,22220,22264,22283,22213,22093,22241,22139,22207,22251,22200,22123,22209,22087,22231,22204,22236,22200,22212,22139,22123,22267,22215,22203,22222,22238,22177,22199,22125,22293,22249,22231,22160,22269,22234,22212,22272,22162
X30,22169,22202,22240,22249,22216,22224,22245,22216,22194,22209,22226,22207,22311,22298,22221,22265,22285,22214,22094,22242,22140,22208,22253,22201,22123,22210,22087,22231,22203,22236,22200,22211,22138,22122,22268,22215,22203,22223,22238,22177,22199,22127,22293,22248,22231,22159,22268,22233,22211,22272,22162
X31,22173,22206,22242,22251,22219,22228,22248,22217,22195,22212,22227,22208,22310,22297,22222,22266,22287,22216,22094,22242,22140,22210,22255,22201,22123,22211,22087,22230,22203,22236,22199,22210,22137,22122,22268,22215,22203,22224,22237,22177,22199,22128,22292,22246,22231,22159,22268,22232,22209,22271,22161
X32,22177,22209,22244,22252,22221,22231,22250,22219,22196,22215,22228,22209,22308,22296,22222,22267,22288,22217,22095,22242,22140,22211,22257,22201,22123,22212,22087,22230,22203,22237,22197,22209,22135,22120,22269,22214,22203,22225,22237,22176,22199,22130,22291,22244,22230,22158,22267,22231,22207,22270,22160
X33,22182,22213,22246,22253,22224,22234,22253,22220,22197,22218,22229,22209,22307,22295,22222,22267,22290,22218,22095,22242,22139,22212,22259,22201,22122,22213,22086,22229,22202,22237,22196,22208,22133,22119,22269,22214,22203,22225,22236,22175,22198,22131,22289,22241,22229,22156,22265,22229,22205,22268,22158
X34,22186,22216,22247,22254,22226,22237,22256,22221,22198,22221,22229,22210,22305,22294,22222,22267,22291,22219,22095,22241,22139,22213,22261,22201,22121,22214,22085,22227,22201,22237,22195,22206,22130,22117,22269,22213,22202,22226,22235,22174,22197,22132,22288,22239,22227,22155,22264,22227,22203,22267,22157
X35,22191,22219,22249,22255,22229,22240,22258,22223,22198,22224,22230,22210,22302,22292,22222,22267,22292,22219,22095,22240,22138,22214,22262,22200,22120,22215,22084,22226,22199,22236,22193,22205,22128,22116,22269,22212,22201,22226,22234,22173,22196,22134,22286,22236,22226,22153,22262,22225,22200,22265,22155
X36,22196,22223,22250,22256,22231,22243,22261,22224,22199,22227,22230,22210,22300,22291,22222,22267,22293,22220,22095,22239,22136,22214,22264,22199,22119,22216,22083,22224,22198,22236,22191,22203,22125,22114,22269,22211,22200,22226,22232,22171,22195,22135,22283,22232,22224,22151,22260,22222,22197,22262,22152
X37,22201,22226,22252,22257,22233,22246,22263,22224,22199,22230,22230,22210,22297,22288,22221,22266,22294,22220,22095,22238,22135,22215,22265,22198,22118,22216,22082,22223,22196,22235,22188,22200,22121,22111,22269,22209,22199,22226,22230,22169,22193,22136,22281,22229,22222,22149,22258,22219,22194,22259,22149

// Sensor X line variant data(distance to trend)
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50
X0,-25,-29,11,21,-13,-4,26,2,-11,-4,0,-5,94,92,2,28,27,-21,-112,13,-77,-18,27,-2,-67,22,-95,50,-1,39,12,14,-61,-79,80,40,6,27,31,-31,-11,-74,79,53,28,-45,54,11,-12,51,-115
X1,-27,-24,8,12,-21,-21,28,14,-20,-8,2,9,102,99,-3,25,45,-12,-112,6,-70,-18,50,-17,-76,18,-89,37,10,56,25,7,-63,-91,83,21,0,21,35,-32,-35,-61,81,51,24,-52,40,-1,-11,57,-75
X2,-38,-16,17,30,-28,-8,38,9,-24,-29,1,-3,89,95,8,25,59,-19,-136,8,-75,-9,48,-19,-82,17,-86,51,11,60,10,5,-56,-45,82,31,-3,5,37,-24,-35,-77,76,39,22,-57,67,3,-15,47,-78
X3,-43,-25,16,26,-4,-6,31,-3,-20,-13,12,-9,85,87,9,33,61,-3,-129,9,-91,-6,42,-34,-93,5,-103,55,16,52,17,11,-58,-60,90,36,15,12,41,-25,-11,-81,70,50,17,-75,59,15,-13,32,-73
X4,-40,-27,15,27,-11,-6,37,9,-25,-27,3,-13,82,88,16,46,51,-16,-126,15,-61,8,34,-35,-76,7,-105,56,-2,41,23,4,-66,-42,89,26,-4,16,40,-35,-2,-73,74,46,11,-67,58,-5,-4,44,-71
X5,-47,-26,12,25,-15,1,22,16,-24,-15,-5,-20,81,86,20,39,51,7,-119,21,-75,7,44,-15,-74,-3,-94,47,2,42,26,16,-59,-60,97,34,1,8,18,-53,-30,-97,80,42,5,-66,55,16,5,59,-64
X6,-44,-47,6,25,-17,2,24,14,-17,-4,12,-10,84,84,13,51,54,-4,-124,26,-86,-1,40,-11,-73,10,-84,57,10,32,23,6,-44,-79,85,16,-3,3,22,-34,-31,-95,69,45,-3,-58,57,22,7,51,-54
X7,-47,-32,12,17,-15,-8,17,7,-18,-8,18,-7,95,78,9,51,64,2,-118,22,-74,2,34,-21,-88,-3,-102,65,5,41,22,35,-43,-53,88,10,-15,9,9,-52,-43,-107,68,59,22,-54,64,26,-11,50,-57
X8,-54,-33,9,10,-34,-9,33,17,-18,-17,12,-12,108,121,28,59,56,-11,-147,7,-68,9,38,-13,-77,4,-97,67,12,50,7,11,-53,-67,74,27,-5,6,26,-55,-49,-106,64,35,14,-62,61,36,8,50,-44
X9,-49,-45,18,20,-41,-25,14,9,4,-2,24,-15,123,107,29,52,59,-12,-138,24,-69,4,36,-13,-81,-2,-102,52,-7,46,12,12,-52,-60,85,33,7,-15,10,-54,-39,-108,71,40,12,-40,62,45,-4,54,-62
X10,-45,-8,14,4,-68,-38,6,-2,-17,-6,32,6,137,117,40,61,64,1,-123,18,-67,-1,29,-21,-73,-6,-102,47,6,26,8,0,-64,-71,83,24,5,-3,10,-47,-29,-98,89,46,13,-57,57,31,13,59,-72
X11,-58,-14,15,12,-28,-26,6,-8,-31,-11,22,3,128,121,43,73,50,-10,-128,33,-73,-15,21,3,-80,-11,-100,52,1,25,6,17,-60,-75,73,12,0,8,22,-45,-24,-84,88,57,17,-54,57,7,-3,53,-60
X12,-68,-15,5,4,-29,-13,13,-13,-29,-8,31,18,143,130,35,53,58,-9,-113,25,-88,-26,27,1,-76,-3,-103,43,-10,23,2,9,-62,-77,70,21,1,10,33,-39,-12,-91,93,41,28,-55,43,16,-2,52,-62
X13,-54,-20,23,-3,-34,-33,16,-8,-31,5,36,6,123,128,35,61,64,-9,-126,21,-86,-28,34,-10,-76,-2,-106,35,3,33,-4,10,-59,-64,73,9,-13,20,48,-31,-12,-85,83,38,17,-47,54,19,-9,48,-69
X14,-51,-29,17,5,-30,-14,18,-2,-10,-3,22,0,124,114,30,56,55,-14,-114,20,-88,-24,23,-26,-77,-2,-102,49,5,33,0,5,-49,-60,74,18,6,6,42,-31,-7,-90,84,50,10,-52,53,18,-10,52,-76
X15,-60,-23,17,17,-31,-17,20,2,-16,6,27,-8,109,98,12,42,57,-1,-112,26,-69,2,16,-10,-67,1,-103,40,-7,24,-6,6,-57,-67,84,24,5,18,38,-34,-22,-103,81,51,24,-56,55,25,-5,54,-82
X16,-65,-28,20,28,-11,1,12,-4,-39,-12,25,-4,115,84,15,50,50,-3,-110,22,-60,7,32,-3,-70,5,-110,32,14,19,-3,-5,-61,-84,70,17,20,16,36,-26,-1,-93,85,52,10,-64,58,17,-4,47,-75
X17,-73,-41,25,23,1,-5,30,-3,-23,-19,19,-1,109,82,10,38,57,6,-115,16,-63,4,57,-2,-80,5,-113,33,7,24,-6,3,-55,-81,66,8,11,17,34,-22,-9,-99,96,51,9,-50,54,16,-1,52,-80
X18,-83,-41,12,29,-6,4,36,4,-14,-16,5,5,110,90,1,41,59,-2,-113,27,-51,7,38,8,-84,-5,-119,32,3,27,16,8,-52,-78,71,14,3,-10,34,-24,-18,-91,91,50,18,-60,38,7,2,67,-64
X19,-91,-40,28,31,-6,-2,21,12,-11,-18,2,2,111,90,0,40,54,10,-114,33,-51,9,37,-3,-82,1,-117,29,-2,32,3,17,-56,-78,80,11,1,15,19,-38,-7,-96,96,41,11,-54,36,14,1,62,-59
X20,-79,-38,12,34,8,-5,21,17,-15,-28,-2,0,107,74,7,45,66,4,-113,41,-44,-3,29,-5,-93,7,-114,29,2,34,22,28,-58,-87,64,9,-2,14,31,-31,-21,-95,97,47,16,-58,50,8,-4,59,-62
X21,-79,-31,2,31,-1,-1,10,7,-17,-26,17,1,111,97,4,48,67,6,-111,33,-62,-4,44,5,-87,4,-109,34,2,40,10,5,-58,-87,40,16,-6,14,44,-29,-16,-111,81,65,25,-67,49,21,-7,58,-58
X22,-78,-39,18,44,-2,-25,9,2,-17,-18,17,0,116,98,8,48,77,-12,-110,44,-63,3,35,-13,-81,1,-115,25,5,46,5,18,-57,-85,47,26,-16,17,13,-33,-7,-87,82,54,19,-57,70,26,-9,47,-71
X23,-77,-44,25,38,-2,-4,4,7,-3,-24,8,2,105,96,4,49,68,-12,-120,33,-68,-17,49,-18,-79,2,-107,49,18,49,5,15,-57,-85,59,17,-16,4,34,-19,6,-94,66,32,24,-56,58,19,-11,56,-64
X24,-68,-42,13,42,-12,-12,12,-6,-8,-14,12,-9,111,96,17,53,73,-4,-105,39,-74,-28,43,-12,-88,6,-108,27,11,51,21,17,-55,-76,50,14,-12,12,29,-27,-1,-92,69,27,18,-46,54,14,-10,45,-43
X25,-64,-46,5,39,-2,-1,21,-8,-8,-5,-7,-15,102,92,7,59,80,2,-114,53,-81,-22,35,1,-72,13,-112,33,6,42,-3,20,-60,-73,52,8,-12,-4,26,-23,-4,-75,76,48,17,-43,51,16,1,37,-59
X26,-69,-31,0,34,-4,19,37,-21,-43,-35,4,-1,95,84,6,57,83,17,-95,54,-58,-9,42,-3,-69,-9,-105,30,-2,30,3,15,-58,-75,47,12,-13,-5,26,-33,-20,-92,95,47,28,-47,54,28,-2,46,-68
X27,-55,-31,15,26,-11,6,35,-27,-52,-12,5,-10,94,80,9,57,79,17,-112,43,-55,2,49,-8,-70,11,-103,38,-7,34,6,11,-73,-69,45,0,-22,25,21,-35,-5,-80,86,46,24,-56,61,6,-4,49,-60
X28,-53,-33,13,30,-6,-7,34,3,-31,-22,-8,-22,77,93,6,51,76,11,-106,41,-66,-2,53,-1,-78,20,-115,24,11,39,0,7,-56,-74,54,0,0,14,41,-30,-18,-79,87,31,16,-57,59,10,-2,53,-65
X29,-66,-22,20,37,-20,-5,24,9,-20,-27,-1,-4,78,87,-18,59,79,-4,-119,44,-52,14,55,-7,-74,6,-121,22,-8,29,0,16,-48,-81,60,15,1,13,49,-19,-18,-76,73,37,23,-43,53,8,-16,40,-57
X30,-55,-19,1,10,-8,3,31,4,-34,-18,3,-15,90,86,0,56,86,-2,-124,36,-63,25,60,-4,-67,7,-117,15,6,26,-4,9,-60,-66,69,15,6,23,36,-21,-28,-102,61,31,20,-64,62,22,2,48,-54
X31,-64,-20,8,22,-6,9,23,-1,-38,-36,-6,-29,94,90,17,71,90,14,-118,33,-76,16,70,-3,-80,4,-115,27,6,41,-3,3,-63,-75,62,-3,6,21,31,-35,-19,-79,72,16,30,-60,59,15,-3,59,-56
X32,-69,-39,12,9,-14,12,37,7,-27,-14,6,-27,100,91,18,62,76,11,-112,33,-59,18,47,-4,-77,10,-126,30,1,32,-5,5,-80,-85,69,4,7,20,33,-35,-20,-83,76,44,27,-49,51,14,-13,58,-54
X33,-57,-21,6,6,-34,5,31,-19,-25,3,10,-13,98,79,25,63,70,13,-121,41,-50,8,63,1,-81,9,-128,37,0,33,-21,5,-85,-72,71,9,-6,23,24,-30,-11,-69,87,29,10,-70,48,12,-8,75,-52
X34,-51,-26,3,19,-30,-4,20,-16,-24,10,10,1,95,87,4,54,77,19,-125,28,-67,17,48,10,-80,18,-108,40,3,30,-8,-4,-87,-96,66,13,2,30,33,-38,-1,-79,80,18,16,-51,57,14,-7,59,-56
X35,-55,-25,6,11,-6,-6,25,-17,-27,15,20,-3,97,71,8,48,69,-2,-104,19,-64,6,49,2,-77,15,-115,32,2,43,-13,13,-70,-94,78,7,-7,21,23,-32,-7,-68,82,49,21,-46,47,21,-9,49,-74
X36,-65,-24,2,7,8,4,16,2,-37,17,24,-10,74,69,17,57,95,-2,-113,23,-73,14,50,-2,-95,9,-107,18,-10,36,-1,2,-63,-82,77,15,13,22,27,-32,2,-72,86,27,14,-56,46,29,-18,48,-61
X37,-66,-29,14,6,-12,6,14,-5,-16,15,22,6,92,76,17,48,72,20,-113,33,-92,-10,58,-16,-92,8,-122,22,-5,28,-9,2,-65,-85,87,28,5,30,39,-29,4,-64,98,31,9,-56,53,11,-16,38,-63

// Sensor Y line variant data(distance to trend)
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50
X0,15,6,12,19,21,14,4,0,14,5,-5,4,7,1,-11,-6,-18,-8,15,8,4,-14,-14,18,11,8,-6,-8,-7,-9,-6,6,0,-15,-16,8,4,15,6,14,24,8,13,17,23,25,10,14,13,20,-17
X1,9,4,1,2,6,-8,2,7,0,-2,-7,13,9,4,-19,-13,-4,-2,12,-3,8,-15,8,1,0,5,1,-20,3,7,7,-3,-4,-27,-11,-10,-2,9,9,10,-3,22,12,12,16,15,-6,-3,8,21,16
X2,-1,12,9,18,-1,6,14,4,-2,-18,-6,5,-2,3,-4,-9,14,-4,-6,2,8,1,14,5,1,12,12,2,12,20,-1,2,9,27,-2,8,2,0,17,24,2,14,11,3,18,13,24,4,7,13,14
X3,-6,1,6,12,22,10,10,-4,5,3,9,4,-3,0,3,4,22,18,6,9,-2,11,15,-5,-4,7,1,12,21,17,9,10,8,12,7,13,18,4,15,16,16,2,-6,2,-2,-21,-2,-5,-14,-26,-8
X4,11,10,14,22,25,19,26,18,10,-1,9,9,1,9,19,24,20,13,18,21,35,33,17,2,22,19,10,23,12,16,26,12,9,40,19,14,9,19,25,16,36,23,8,9,4,-2,9,-13,6,-2,6
X5,-14,-9,-10,-2,0,6,-9,4,-10,-8,-20,-19,-22,-13,2,-4,-2,16,4,6,-1,12,7,0,3,-11,1,-6,-5,-2,8,2,-6,2,7,1,-7,-10,-20,-26,-16,-23,-11,-20,-27,-26,-19,-18,-11,-13,-15
X6,-9,-30,-19,-6,-7,3,-10,-3,-9,-2,-11,-17,-30,-25,-14,-2,-10,-6,-12,-3,-23,-6,-8,-8,-7,-7,2,-5,-9,-23,-5,-19,-2,-27,-11,-24,-20,-23,-24,-15,-25,-25,-28,-22,-39,-21,-20,-15,-11,-23,-6
X7,-9,-16,-15,-17,-9,-11,-22,-15,-16,-12,-13,-22,-30,-41,-27,-13,-11,-12,-18,-19,-23,-14,-24,-30,-34,-31,-26,-7,-24,-23,-15,0,-11,-9,-15,-37,-39,-23,-43,-38,-42,-39,-33,-11,-16,-18,-12,-10,-27,-20,-5
X8,-24,-25,-27,-33,-35,-18,-11,-10,-22,-25,-23,-31,-21,-1,-10,-9,-22,-27,-49,-37,-20,-9,-21,-24,-25,-25,-22,-6,-19,-15,-32,-27,-24,-26,-31,-24,-32,-31,-32,-48,-56,-45,-46,-44,-34,-37,-26,-13,-21,-34,-8
X9,0,-21,-3,-8,-27,-20,-14,-2,16,6,4,-19,7,0,5,-2,-5,-14,-25,-7,-7,1,-7,-9,-14,-15,-11,-5,-22,-2,-11,-11,-8,-2,-2,0,-4,-36,-31,-31,-30,-29,-22,-22,-18,2,-8,13,-16,-13,-9
X10,20,31,9,-9,-38,-16,-4,6,13,21,31,22,40,29,37,27,20,20,11,7,16,18,7,3,17,4,12,14,14,1,8,0,2,8,20,14,16,-2,-10,-4,-1,3,15,3,1,3,6,17,18,8,-3
X11,-9,7,-9,-20,-17,-21,-21,-17,-17,0,5,3,15,18,25,23,-9,-5,-9,7,-4,-9,-13,14,-3,-12,4,8,-3,-11,-4,6,-5,-5,1,-7,1,1,-8,-11,-5,9,5,6,-2,-2,-2,-15,-6,-5,1
X12,-15,9,-17,-27,-17,-8,-13,-22,-16,3,13,16,27,25,15,0,-4,-7,3,-4,-21,-22,-8,10,1,-3,2,1,-13,-10,-5,1,-3,-2,6,9,9,10,12,5,18,14,23,5,24,14,3,13,16,16,21
X13,-7,-3,-6,-41,-28,-33,-15,-21,-21,13,15,3,5,22,15,7,1,-8,-9,-8,-19,-22,0,1,3,-1,2,-4,2,2,-8,3,2,13,11,-1,-3,21,26,11,16,20,11,0,10,18,9,11,4,6,7
X14,-10,-19,-20,-41,-33,-23,-19,-21,-7,-2,-7,-11,-2,0,2,-7,-17,-21,-6,-18,-29,-27,-19,-23,-6,-8,-1,3,-4,-6,-12,-10,3,9,4,0,7,-1,12,3,11,6,3,3,-6,5,-1,1,-6,1,-10
X15,-2,1,-7,-17,-23,-16,-8,-8,-6,14,4,-14,-13,-11,-12,-18,-13,-6,-3,-12,-10,0,-26,-9,4,-5,-2,-5,-16,-14,-17,-9,-4,4,17,8,9,12,11,3,0,-1,5,11,15,8,10,17,9,13,-4
X16,25,28,27,25,28,33,15,17,3,27,34,21,24,6,21,20,9,22,30,14,29,36,21,28,32,29,23,17,35,11,16,10,22,16,33,31,52,39,36,37,47,35,35,38,26,25,38,34,34,31,26
X17,23,19,36,24,42,30,35,20,20,21,27,24,17,3,14,5,12,27,20,3,21,27,40,24,16,23,13,13,21,10,7,10,20,12,22,14,35,31,26,33,30,21,37,29,17,31,26,24,29,28,13
X18,25,32,35,42,48,52,54,41,43,38,28,45,33,27,21,23,29,34,38,29,49,46,36,48,27,29,24,28,33,27,44,29,37,29,41,34,40,15,37,42,31,38,41,37,34,28,17,21,38,47,32
X19,5,19,39,31,34,32,27,37,34,23,12,29,21,14,7,8,9,32,22,20,34,33,20,22,15,20,11,10,12,17,15,21,17,13,33,14,19,22,4,9,23,13,26,8,6,13,-6,7,15,20,13
X20,14,18,19,30,44,24,22,37,25,7,3,22,13,-7,9,7,15,19,17,22,35,15,6,15,-2,20,9,6,11,14,30,28,10,0,13,8,12,17,12,11,4,11,24,12,8,6,6,-2,7,15,8
X21,19,28,13,30,37,29,13,30,25,10,23,24,18,16,6,9,15,20,19,12,16,13,19,23,4,16,15,11,11,20,18,5,11,0,-10,16,9,17,26,15,10,-3,11,34,21,2,9,16,10,20,19
X22,2,3,12,26,18,-12,-6,7,8,0,6,5,6,2,-6,-8,6,-16,2,6,-2,2,-8,-12,-7,-4,-8,-14,-3,9,-2,2,-4,-13,-19,10,-17,4,-21,-5,4,4,-3,8,0,-3,15,6,-6,-5,-9
X23,-4,-10,12,13,11,2,-17,8,17,-11,-7,3,-8,-4,-14,-11,-8,-21,-11,-9,-11,-23,1,-21,-9,-8,-4,6,6,7,-7,-7,-9,-19,-14,-5,-25,-18,-9,0,6,-13,-30,-24,-7,-15,-10,-14,-21,-11,-18
X24,-11,-24,-16,2,-14,-23,-24,-21,-2,-17,-17,-21,-15,-16,-14,-21,-17,-26,-10,-16,-29,-47,-18,-27,-29,-17,-16,-27,-13,-3,-1,-15,-17,-20,-33,-18,-31,-21,-23,-17,-10,-23,-36,-37,-22,-14,-23,-27,-29,-31,-6
X25,-8,-28,-23,-1,-6,-13,-17,-23,-3,-10,-39,-29,-24,-21,-26,-17,-13,-23,-21,-4,-38,-43,-29,-16,-14,-11,-20,-20,-18,-11,-25,-11,-21,-15,-29,-22,-28,-35,-23,-10,-10,-2,-24,-10,-18,-4,-18,-17,-9,-29,-11
X26,-5,-5,-19,4,2,16,10,-25,-26,-29,-15,-3,-18,-15,-14,-7,3,5,11,10,-2,-17,-10,-8,2,-21,1,-10,-13,-11,-6,-3,-6,-6,-24,-8,-19,-27,-13,-11,-17,-11,3,-2,1,-2,-8,0,-6,-16,-17
X27,15,1,3,3,0,9,13,-24,-29,-1,-8,-5,-11,-12,-4,0,3,10,0,5,7,-1,2,-7,7,5,9,5,-11,-1,5,-1,-13,8,-20,-12,-21,10,-11,-6,5,7,2,5,5,-3,7,-13,1,-4,0
X28,20,2,6,13,10,0,18,12,-2,-6,-14,-10,-19,10,0,1,7,11,14,11,5,2,13,9,8,21,6,0,17,13,8,4,14,12,-1,-4,9,6,18,8,0,15,12,0,5,5,13,0,12,8,3
X29,-19,-12,-10,-4,-28,-23,-16,-4,-12,-35,-29,-14,-39,-16,-44,-12,-12,-25,-21,-6,-1,-3,-7,-18,-8,-14,-19,-20,-23,-18,-11,-7,3,-14,-16,-9,-10,-17,4,-2,-22,-6,-24,-15,-10,-3,-15,-24,-25,-27,-13
X30,-14,-12,-31,-32,-18,-16,-10,-9,-25,-25,-22,-21,-21,-13,-22,-11,-1,-19,-21,-9,-7,13,3,-9,5,-8,-9,-21,-2,-15,-9,-7,-3,8,-3,-4,-1,-3,-5,-1,-29,-31,-33,-18,-11,-23,-5,-9,-7,-21,-12
X31,-19,-9,-19,-15,-12,-7,-14,-8,-24,-40,-26,-31,-11,-3,-2,8,5,-1,-11,-9,-17,5,13,-6,-5,-10,-5,-6,-1,1,-6,-11,-4,-1,-10,-22,-1,-7,-10,-16,-22,-10,-23,-33,-3,-21,-10,-18,-12,-12,-16
X32,-21,-25,-10,-23,-16,-1,3,3,-9,-17,-11,-26,1,3,3,1,-7,-1,-3,-6,4,9,-8,-4,1,-2,-13,0,-3,-6,-3,-5,-16,-6,-1,-10,4,-5,-4,-10,-18,-11,-13,3,0,-3,-11,-11,-14,-5,-6
X33,-7,-3,-11,-19,-31,-4,2,-16,0,6,1,-3,9,1,19,11,-6,8,-3,11,22,7,14,9,6,4,-6,16,5,3,-10,3,-12,15,8,1,-3,4,-6,1,-3,6,4,-5,-12,-19,-9,-9,-5,16,-1
X34,-5,-13,-18,-11,-35,-22,-20,-23,-10,-1,-11,-3,-6,-5,-18,-14,-17,-4,-25,-19,-14,-5,-22,-1,-12,-8,-5,0,-11,-20,-16,-23,-30,-26,-16,-13,-13,-8,-13,-23,-8,-20,-16,-28,-17,-11,-11,-15,-11,-7,-11
X35,-9,-10,-12,-17,-11,-25,-14,-24,-12,2,-2,-7,-1,-19,-14,-21,-27,-26,-6,-29,-12,-19,-25,-11,-11,-14,-14,-9,-13,-9,-22,-8,-14,-26,-7,-21,-23,-19,-25,-18,-15,-13,-14,4,-12,-5,-19,-6,-10,-15,-26
X36,11,21,16,11,34,14,5,24,7,30,31,14,6,7,22,14,24,-2,11,1,6,14,-1,10,-4,3,19,2,0,7,15,6,19,11,16,12,22,6,5,8,20,7,18,12,9,13,8,31,12,15,19
X37,35,43,55,38,40,41,29,45,56,53,57,58,54,44,50,33,27,47,37,39,15,15,32,24,27,28,31,34,34,27,37,36,48,39,53,55,43,42,48,42,52,43,61,48,35,45,48,47,48,39,51

// List all sensor variant failure nodes (Empty is pass)
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50
