MaxTouch Analyzer Version :,Sensor Inspector Ver.2.18
Log Create Time :,2019/05/07 14:19:35
Output File Name :, Log\PASS\_504E3835332E3120FF0A0C0CFFFF0D0D_HC-107082-NB_0507_141935.csv
Windows OS Version :, Windows 7,
Device in System =, \\?\hid#vid_03eb&pid_6123#6&2ffc47e&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}(QRG-I/F)
Port in System =, PCIROOT(0)#PCI(1400)#USBROOT(0)#USB(6)
Bridge board =, USB5030
Device Address =, 0x4B
Power switching =, False
Spend time =, 26.0
Memory(MB) =, 4278
Test Profile =, Default
Operator ID #, 
WorkStation ID #, HC-107082-NB
Barcode FPC #, 
Barcode CG #, 
Barcode LCM #, 
Maxtouch =, maXTouch mXT2954T2
Control File =, C:\mxt336U.txt (MD5: )Control File doesn't exist)
Family ID =, 0xA4
Variant ID =, 0x0D
Revision ID =, 0x03
Bootloader ID =, 0x5304
FW Version =, 0x23AB
Config Version =, 0x0103
Internal Config Version =, 0x0000
XCFG CheckSum=, 0x9F1F72, 
Chip CheckSum =, 0x9F1F72
Chip Device Unique ID =, 504E3835332E3120FF0A0C0CFFFF0D0D
Matrix X Size =, 41
Matrix Y Size =, 72
Screen X Size =, 38
Screen Y Size =, 51
T8 Charge Time =, 23
T9 / T100 Sensor Gain =, 13

/////////////////////////
// Overall Test Result //
/////////////////////////
PASS
OVERALL: PASS

//////////////////////
// Test Matrix list //
//////////////////////
Overall,PASS
Test Options,0) Inspector Options,PASS,Pass
Chip Upgrade,2) Chip ID check,PASS,Pass. FID:A4 VID:0D RID:03
Chip Upgrade,3) Load Firmware,PASS,Pass. Version matches. Skip.
Chip Upgrade,4) Confirm Firmware,PASS,Pass. Version match 0x23AB
Chip Upgrade,6) Load Configure,PASS,Pass. Chksum 0x9F1F72 match. Skip
Chip Upgrade,7) Confirm CheckSum,PASS,Pass. Chksum 0x9F1F72 match.
HW Test,14) Reset Pin Open Test,PASS,Pass
HW Test,15) INT/CHG Pin Test,PASS,Pass
HW Test,16) Processor Test,PASS,Pass
HW Test,17) AVDD Test,PASS,Pass
HW Test,18) Pin Fault Test,PASS,Pass
HW Test,24) I2C Test,PASS,Pass. I2C mode: OBP. Addr: 0x4B matches
Sensor Test,26) Ref check - 1 region,PASS,Pass. sensor max:22347 min:21979 range:368 meets spec
Sensor Test,29) Sensor Variant,PASS,Pass
Sensor Test,36) MicroDefect,PASS,Pass. Max Diff 0.5(CX15-16) 0.3(BX36-37) 4.3(CY33-34) 4.1(BY0-1)

// Reference value
Reference Value at Charger Time=,23
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,
X25,22144,22182,22225,22234,22196,22203,22227,22203,22181,22190,22215,22196,22306,22292,22212,22255,22269,22200,22085,22232,22134,22196,22238,22191,22118,22198,22085,22229,22202,22229,22197,22209,22137,22119,22261,22210,22198,22213,22233,22172,22192,22115,22290,22248,22228,22156,22265,22232,22211,22268,22158
X26,22148,22185,22228,22236,22199,22207,22231,22205,22183,22194,22217,22198,22307,22293,22213,22257,22272,22203,22087,22234,22136,22199,22241,22193,22120,22200,22086,22229,22203,22231,22198,22210,22138,22119,22262,22211,22199,22214,22234,22173,22193,22118,22291,22248,22229,22157,22265,22233,22212,22269,22159
X27,22152,22189,22230,22239,22203,22211,22234,22207,22185,22197,22219,22200,22307,22293,22215,22259,22275,22205,22089,22236,22137,22201,22243,22194,22121,22202,22086,22229,22204,22232,22198,22210,22137,22120,22264,22211,22200,22216,22235,22174,22195,22120,22291,22248,22229,22157,22266,22234,22212,22270,22160
X28,22156,22192,22233,22241,22206,22215,22237,22209,22187,22200,22221,22201,22307,22294,22216,22261,22277,22207,22090,22237,22138,22203,22246,22195,22121,22204,22087,22230,22205,22233,22198,22211,22137,22120,22265,22212,22201,22218,22236,22175,22196,22122,22291,22247,22230,22158,22266,22234,22212,22270,22160
X29,22160,22196,22235,22243,22209,22218,22240,22211,22189,22204,22222,22203,22307,22294,22217,22262,22279,22209,22091,22238,22139,22205,22248,22197,22122,22206,22087,22230,22205,22234,22198,22211,22137,22119,22266,22212,22202,22219,22237,22175,22197,22124,22291,22247,22230,22158,22266,22234,22211,22270,22160
X30,22164,22200,22238,22245,22212,22222,22243,22213,22190,22207,22224,22204,22306,22294,22218,22263,22281,22211,22092,22239,22140,22207,22250,22197,22122,22208,22087,22229,22205,22235,22197,22211,22136,22119,22267,22212,22202,22221,22237,22175,22197,22126,22291,22245,22230,22158,22266,22233,22210,22269,22160
X31,22169,22203,22240,22247,22215,22226,22246,22215,22192,22210,22225,22205,22306,22294,22219,22264,22283,22212,22093,22240,22140,22209,22253,22198,22122,22209,22087,22229,22205,22235,22197,22210,22135,22118,22267,22213,22202,22222,22237,22175,22198,22128,22290,22244,22230,22158,22266,22233,22209,22269,22160
X32,22174,22207,22242,22249,22218,22229,22250,22217,22194,22214,22226,22206,22304,22293,22220,22265,22285,22214,22094,22240,22140,22210,22255,22199,22122,22211,22087,22229,22205,22236,22196,22210,22133,22118,22268,22212,22202,22223,22237,22175,22198,22130,22290,22242,22230,22157,22265,22232,22208,22268,22159
X33,22178,22210,22244,22251,22221,22233,22253,22218,22195,22217,22227,22207,22303,22292,22220,22266,22287,22215,22095,22240,22140,22212,22257,22199,22122,22212,22086,22228,22205,22236,22195,22209,22131,22117,22269,22212,22202,22224,22237,22175,22198,22132,22288,22240,22229,22156,22264,22230,22206,22267,22158
X34,22183,22214,22246,22252,22224,22237,22256,22220,22196,22220,22228,22208,22301,22292,22221,22266,22288,22216,22095,22240,22140,22213,22259,22199,22121,22214,22086,22227,22204,22236,22194,22207,22129,22115,22269,22212,22202,22224,22236,22174,22197,22134,22287,22238,22228,22155,22263,22229,22204,22265,22156
X35,22189,22218,22248,22254,22227,22240,22259,22221,22197,22224,22229,22208,22299,22290,22221,22266,22289,22217,22095,22239,22139,22214,22261,22199,22121,22215,22085,22226,22203,22236,22192,22206,22127,22114,22270,22211,22201,22225,22236,22173,22197,22135,22285,22235,22227,22154,22262,22227,22202,22264,22155
X36,22194,22221,22249,22255,22229,22244,22262,22223,22199,22227,22229,22209,22297,22289,22221,22266,22291,22218,22095,22239,22138,22216,22262,22199,22120,22216,22084,22225,22202,22236,22190,22204,22125,22112,22270,22211,22201,22225,22235,22172,22196,22137,22283,22232,22225,22152,22260,22225,22199,22262,22152
X37,22199,22225,22251,22256,22232,22248,22265,22224,22200,22230,22230,22209,22295,22287,22221,22266,22292,22219,22095,22238,22137,22217,22264,22198,22119,22217,22083,22224,22201,22236,22189,22203,22122,22111,22270,22210,22200,22226,22234,22170,22195,22138,22281,22229,22224,22150,22259,22223,22196,22259,22150

// Sensor X line variant data(distance to trend)
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50
X0,-26,-30,12,20,-13,-1,27,2,-9,-5,1,-7,93,91,3,27,24,-20,-113,13,-75,-18,27,-4,-67,22,-96,51,0,38,11,13,-62,-77,82,39,5,25,32,-31,-9,-72,78,53,29,-43,55,12,-10,50,-121
X1,-29,-22,8,10,-22,-20,29,17,-18,-11,3,7,99,96,-2,25,44,-11,-109,5,-68,-18,52,-18,-74,18,-88,36,12,56,25,4,-61,-92,84,19,0,18,36,-32,-35,-60,80,51,23,-51,41,0,-9,55,-76
X2,-41,-16,19,30,-28,-6,40,10,-24,-29,2,-4,88,92,7,27,58,-20,-137,7,-74,-6,44,-21,-81,18,-85,52,12,61,8,2,-56,-46,84,30,0,4,39,-25,-34,-75,73,40,23,-56,66,3,-12,44,-79
X3,-43,-22,17,21,-8,-3,32,0,-22,-11,13,-11,83,86,8,35,60,-2,-130,11,-87,-6,41,-35,-97,5,-101,55,18,52,16,10,-58,-59,91,36,16,10,42,-27,-11,-82,71,49,15,-75,59,16,-12,31,-72
X4,-40,-26,16,26,-13,-5,39,8,-24,-24,4,-15,80,85,13,47,50,-15,-125,14,-58,7,33,-35,-75,6,-103,56,1,41,21,3,-66,-45,87,26,-3,15,40,-38,-1,-69,75,49,11,-67,58,-4,-4,39,-72
X5,-48,-24,12,25,-13,2,23,17,-25,-18,-5,-22,80,86,18,38,51,6,-117,19,-72,9,43,-16,-72,-4,-92,48,3,44,23,18,-59,-57,98,33,1,5,17,-55,-31,-97,80,41,5,-67,55,17,5,59,-63
X6,-43,-47,7,25,-19,2,24,16,-17,-4,14,-11,82,83,11,52,54,-6,-121,23,-85,0,41,-11,-72,9,-82,59,13,29,20,7,-46,-79,87,18,-4,2,22,-37,-31,-94,69,46,-2,-56,57,20,8,50,-55
X7,-49,-33,15,16,-15,-9,18,8,-16,-9,17,-8,94,77,9,53,64,2,-118,20,-72,4,32,-22,-89,-3,-101,66,8,42,21,33,-42,-55,90,9,-16,9,10,-52,-43,-105,67,58,21,-54,63,29,-9,48,-56
X8,-56,-33,10,8,-36,-9,33,20,-19,-15,13,-13,108,121,30,58,55,-12,-143,7,-65,7,36,-13,-77,2,-94,69,13,50,4,9,-52,-68,73,27,-5,5,25,-54,-51,-105,63,37,14,-62,60,37,6,50,-42
X9,-52,-44,18,17,-41,-25,16,11,4,-3,24,-17,123,107,27,56,57,-12,-136,22,-66,4,36,-13,-81,-3,-102,52,-5,45,11,11,-53,-59,87,31,6,-16,10,-56,-41,-106,68,39,14,-39,63,46,-3,52,-62
X10,-45,-7,16,3,-67,-39,4,1,-16,-6,31,5,134,113,40,61,63,3,-121,18,-66,-3,28,-22,-72,-7,-99,46,9,27,9,1,-66,-69,83,25,4,-5,10,-48,-29,-97,90,45,13,-58,55,31,14,60,-72
X11,-59,-12,15,12,-29,-24,6,-8,-34,-10,24,1,126,120,41,75,49,-11,-127,31,-72,-14,21,4,-81,-10,-99,52,5,24,7,16,-60,-75,74,14,-1,7,20,-46,-27,-83,90,55,18,-53,57,10,-2,50,-60
X12,-69,-12,6,2,-28,-12,16,-15,-32,-9,31,17,142,128,33,54,58,-9,-112,22,-83,-27,28,1,-75,-4,-101,43,-9,23,2,10,-62,-80,69,21,1,11,32,-39,-12,-92,91,41,29,-56,45,17,2,49,-61
X13,-54,-21,24,-2,-35,-32,19,-10,-31,4,36,5,123,126,35,65,64,-11,-126,21,-85,-28,32,-11,-75,-5,-105,36,6,34,-3,9,-58,-63,74,8,-12,17,46,-34,-9,-83,84,38,17,-47,52,21,-7,46,-69
X14,-51,-27,16,4,-31,-16,19,-3,-9,-4,22,0,124,112,29,58,56,-13,-111,17,-87,-25,23,-28,-76,-3,-97,50,7,32,-1,5,-51,-62,76,16,7,4,41,-31,-9,-90,83,50,9,-52,54,20,-12,51,-74
X15,-61,-24,19,18,-31,-16,20,3,-16,6,27,-10,108,96,12,42,56,0,-111,24,-67,2,15,-13,-66,0,-101,40,-4,24,-6,7,-57,-68,83,22,4,20,39,-35,-23,-102,83,51,26,-55,53,24,-3,52,-82
X16,-65,-27,22,27,-13,1,11,-4,-40,-14,28,-4,112,84,15,52,52,-6,-109,22,-57,6,32,-5,-65,6,-107,30,15,19,-2,-7,-61,-87,69,15,17,17,37,-26,-2,-89,85,53,9,-64,57,16,-1,45,-73
X17,-74,-40,27,21,1,-6,29,-1,-22,-17,20,-3,110,83,7,39,56,3,-114,17,-60,4,56,-3,-80,6,-110,34,9,24,-6,2,-56,-82,66,7,10,17,35,-23,-8,-98,94,50,10,-49,52,15,0,53,-80
X18,-85,-39,13,29,-6,6,35,4,-13,-17,7,5,107,87,1,38,58,-2,-109,29,-49,10,36,5,-83,-5,-114,31,7,27,15,9,-54,-80,71,11,4,-9,34,-27,-19,-90,89,48,18,-60,39,8,3,66,-62
X19,-92,-38,29,32,-5,-1,21,11,-11,-17,2,0,109,88,-2,41,54,9,-112,31,-51,8,36,-5,-82,2,-113,30,0,33,2,17,-55,-80,80,10,2,15,19,-39,-7,-94,97,42,10,-54,34,16,1,62,-61
X20,-78,-38,12,33,8,-5,22,17,-16,-28,0,-1,105,75,6,46,63,4,-110,39,-41,-5,29,-7,-92,8,-111,28,5,35,21,29,-59,-89,64,9,-1,13,31,-32,-23,-96,96,46,17,-58,52,10,-5,59,-63
X21,-78,-30,2,30,-1,-1,10,7,-19,-26,18,2,109,96,3,49,67,7,-109,33,-61,-3,44,4,-85,4,-108,35,7,40,8,6,-60,-89,41,13,-6,11,45,-31,-16,-110,81,63,27,-68,47,22,-7,58,-55
X22,-76,-39,18,42,-3,-25,9,1,-15,-17,19,1,114,96,6,48,77,-13,-106,44,-64,6,34,-16,-78,-1,-111,26,8,45,3,19,-58,-88,47,23,-14,14,12,-34,-6,-85,84,51,20,-56,69,24,-8,47,-71
X23,-80,-43,27,38,-4,-3,5,9,-3,-23,9,4,104,93,4,50,64,-12,-119,35,-67,-18,50,-22,-77,0,-104,48,22,50,4,16,-57,-87,57,15,-17,5,33,-19,6,-91,65,31,26,-55,57,20,-9,55,-65
X24,-69,-41,13,41,-11,-11,14,-7,-8,-12,12,-9,108,93,17,53,72,-7,-102,37,-71,-29,45,-13,-87,6,-107,28,15,49,21,16,-57,-76,51,11,-10,9,30,-27,-1,-92,71,27,19,-45,55,14,-9,44,-44
X25,-63,-46,7,38,-3,0,20,-6,-10,-5,-7,-16,99,90,7,62,80,1,-112,52,-80,-23,36,0,-71,14,-110,34,6,43,-5,22,-61,-77,51,8,-12,-5,27,-23,-5,-74,76,49,17,-45,50,18,1,38,-61
X26,-69,-30,1,35,-3,19,39,-22,-44,-34,3,-2,92,83,4,58,80,16,-94,53,-57,-8,42,-5,-69,-10,-104,30,2,28,4,18,-57,-77,49,12,-13,-5,26,-31,-22,-91,94,46,28,-46,56,28,-3,45,-69
X27,-55,-31,15,26,-11,8,35,-27,-54,-11,4,-10,92,80,7,57,78,17,-111,43,-51,2,50,-9,-71,11,-103,39,-4,35,4,12,-74,-71,47,0,-22,25,22,-37,-5,-79,86,45,23,-54,59,4,1,48,-59
X28,-52,-32,14,29,-7,-6,36,2,-31,-21,-9,-23,76,91,7,52,74,9,-105,41,-64,0,52,-1,-76,17,-115,24,13,38,-2,7,-58,-75,56,2,1,14,43,-29,-19,-78,87,29,17,-58,58,11,0,51,-65
X29,-71,-20,20,35,-20,-4,28,9,-18,-27,-1,-5,76,85,-16,60,76,-4,-118,44,-50,12,53,-5,-73,7,-118,23,-6,27,-1,14,-50,-85,60,13,4,13,50,-20,-17,-74,75,34,21,-45,52,13,-16,40,-57
X30,-56,-18,0,9,-7,3,33,5,-33,-18,5,-15,87,86,-1,55,85,-3,-124,35,-61,25,60,-6,-69,6,-117,15,11,27,-5,11,-60,-62,70,13,3,23,36,-21,-30,-104,63,30,21,-64,61,23,4,48,-55
X31,-63,-18,7,21,-8,10,24,0,-38,-33,-7,-28,92,87,16,71,91,13,-117,34,-75,17,68,-4,-79,5,-114,27,7,40,-3,5,-63,-75,63,-1,5,21,31,-34,-21,-80,72,16,29,-60,58,14,-1,58,-55
X32,-69,-37,12,9,-13,13,37,6,-29,-13,6,-28,99,88,18,62,74,11,-111,32,-56,17,47,-5,-78,12,-124,28,3,33,-5,5,-81,-90,69,3,9,19,35,-35,-19,-79,77,44,27,-50,51,15,-13,56,-56
X33,-58,-19,6,5,-34,6,33,-20,-25,4,13,-13,96,78,25,61,69,11,-119,40,-48,8,62,1,-79,8,-128,38,4,34,-20,5,-83,-75,70,7,-7,22,26,-30,-13,-67,86,30,10,-69,46,15,-7,71,-51
X34,-52,-27,5,20,-32,-3,22,-16,-23,10,9,1,93,88,4,56,74,19,-124,28,-65,17,48,8,-82,16,-108,39,8,28,-8,-2,-89,-99,68,11,3,28,36,-36,-1,-76,80,17,17,-49,56,15,-6,57,-60
X35,-55,-27,9,10,-7,-4,26,-16,-25,13,19,-3,97,69,6,48,68,-3,-103,18,-62,6,47,0,-75,15,-114,31,7,45,-13,15,-70,-96,78,7,-8,18,25,-33,-8,-67,81,46,21,-46,48,22,-8,47,-74
X36,-66,-24,2,7,8,5,18,3,-36,17,24,-12,71,71,18,55,91,-5,-115,22,-70,17,51,-2,-93,9,-107,20,-7,38,-2,4,-65,-84,77,15,11,21,28,-35,6,-72,83,25,17,-57,45,31,-16,47,-61
X37,-68,-28,13,8,-13,7,16,-6,-16,16,23,6,91,75,16,49,70,17,-113,33,-92,-7,54,-18,-90,8,-120,23,0,28,-9,4,-66,-86,85,26,7,30,41,-30,4,-63,96,31,9,-57,53,14,-18,37,-62

// Sensor Y line variant data(distance to trend)
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50
X0,11,-1,6,14,17,10,-2,-8,9,0,-10,-1,3,-4,-15,-12,-25,-13,9,3,-2,-20,-19,11,5,3,-13,-13,-13,-17,-12,0,-7,-20,-21,1,-3,9,0,8,18,3,6,9,17,20,5,7,6,14,-30
X1,20,18,12,13,18,3,14,20,13,9,5,26,20,15,-6,-1,9,11,27,9,21,-3,24,13,15,18,14,-9,16,21,21,9,11,-15,3,2,11,21,23,25,10,35,25,25,29,29,8,11,23,35,31
X2,-1,12,11,21,0,7,15,4,-2,-18,-6,6,-2,1,-5,-8,14,-6,-8,3,6,3,10,3,1,13,12,2,10,21,-2,1,9,25,-2,7,5,1,18,24,3,14,10,5,19,15,23,4,9,13,15
X3,-9,-1,1,4,15,7,6,-7,-1,1,5,-1,-8,-3,-1,1,18,15,1,7,-6,5,10,-10,-12,2,-2,7,16,12,5,5,3,8,3,8,13,-1,11,11,12,-5,-9,-5,-9,-26,-7,-10,-19,-31,-11
X4,12,10,13,22,24,18,27,14,10,1,8,7,-1,6,15,23,18,13,16,19,34,31,15,1,21,17,8,20,11,14,23,10,7,36,15,13,9,18,23,13,36,25,9,11,3,-3,9,-14,5,-6,5
X5,-13,-7,-10,1,4,7,-6,7,-9,-8,-18,-17,-20,-10,4,-4,1,16,7,6,3,17,9,3,7,-8,4,-3,-4,2,9,7,-4,7,11,4,-5,-10,-18,-23,-15,-21,-7,-18,-24,-24,-16,-15,-9,-9,-10
X6,-10,-34,-21,-7,-10,0,-13,-4,-11,-4,-11,-17,-32,-26,-16,-4,-10,-9,-12,-6,-25,-6,-6,-8,-8,-9,1,-5,-8,-26,-7,-18,-5,-28,-11,-23,-21,-23,-25,-17,-26,-27,-28,-22,-40,-21,-21,-20,-12,-24,-8
X7,-13,-20,-16,-20,-11,-15,-24,-17,-17,-16,-16,-24,-31,-43,-29,-15,-12,-14,-21,-23,-26,-15,-28,-33,-38,-33,-30,-9,-25,-24,-18,-3,-12,-13,-16,-40,-42,-25,-45,-40,-45,-42,-35,-14,-20,-22,-15,-11,-28,-23,-7
X8,-22,-24,-25,-32,-35,-18,-11,-6,-21,-22,-21,-30,-19,1,-7,-10,-22,-27,-46,-36,-19,-10,-22,-22,-25,-26,-21,-4,-20,-14,-33,-27,-22,-26,-31,-22,-32,-30,-32,-44,-57,-44,-45,-40,-32,-36,-25,-11,-22,-31,-3
X9,-8,-26,-9,-16,-33,-25,-18,-6,11,0,-2,-25,3,-4,-1,-4,-11,-18,-31,-13,-11,-3,-12,-13,-19,-21,-18,-10,-27,-9,-16,-16,-13,-6,-6,-6,-11,-41,-37,-38,-37,-33,-31,-28,-22,-3,-12,8,-22,-19,-14
X10,16,26,5,-13,-42,-22,-12,3,9,16,25,17,34,22,33,20,15,17,6,3,10,11,2,-1,12,-1,8,7,9,-3,5,-4,-5,6,14,10,9,-8,-16,-9,-5,-4,11,-3,-5,-3,-2,11,12,4,-9
X11,-6,12,-6,-15,-13,-16,-17,-13,-15,6,10,7,19,23,28,29,-5,-1,-5,12,0,-3,-8,22,1,-6,8,13,3,-7,3,9,1,0,7,0,4,5,-6,-7,-4,13,11,9,1,3,1,-9,-3,-4,3
X12,-19,7,-22,-32,-20,-12,-15,-28,-23,-3,8,12,24,20,10,-4,-7,-11,-2,-10,-23,-26,-11,8,-2,-8,-2,-3,-18,-14,-8,-2,-6,-8,-1,6,5,8,7,1,14,7,16,1,19,7,-1,8,13,9,16
X13,-4,-3,-4,-36,-27,-31,-10,-21,-18,14,16,4,8,23,17,11,3,-8,-10,-6,-19,-21,0,2,4,-2,2,-3,4,4,-6,3,4,16,12,-1,-1,20,26,11,20,22,13,1,11,19,9,14,6,6,8
X14,-6,-15,-18,-36,-29,-21,-16,-18,-2,1,-4,-7,3,4,5,-1,-12,-15,-1,-16,-26,-23,-15,-20,-2,-5,5,8,0,-2,-8,-6,6,13,11,3,12,1,15,8,15,10,6,8,-3,8,5,6,-5,5,-3
X15,0,2,-3,-11,-19,-11,-6,-4,-2,17,7,-12,-9,-8,-8,-15,-10,-1,0,-10,-6,4,-22,-6,8,-1,1,-2,-11,-10,-13,-3,1,8,20,12,12,20,17,8,4,2,11,15,21,13,13,20,14,17,0
X16,22,24,25,22,23,31,11,14,0,22,32,19,20,4,19,18,8,16,25,11,26,31,17,24,32,27,19,12,30,7,14,3,18,11,27,26,45,36,34,35,44,34,31,36,22,22,35,29,33,27,24
X17,22,19,37,21,42,28,33,21,21,22,27,22,19,5,13,5,12,24,20,5,23,28,39,24,15,25,15,14,22,10,8,9,20,13,22,15,34,32,28,34,33,21,36,29,18,33,26,24,30,30,13
X18,31,40,43,50,55,60,60,48,52,43,36,52,39,31,29,25,35,41,46,38,55,56,41,54,34,36,33,34,41,34,51,37,43,35,47,39,48,25,44,47,38,46,47,43,40,36,26,30,45,55,41
X19,10,26,44,38,41,38,32,40,39,29,17,32,26,18,11,13,14,36,27,23,37,36,24,27,19,26,17,15,16,23,20,26,23,17,37,18,25,27,9,14,27,19,32,15,10,18,-3,13,18,25,16
X20,12,14,15,27,41,20,20,34,21,4,1,18,8,-8,6,4,9,17,15,17,32,9,3,11,-6,18,6,1,7,12,26,25,7,-4,9,5,10,12,8,8,-1,5,20,8,5,3,4,-4,2,12,4
X21,22,30,14,32,39,32,14,31,26,12,25,27,19,20,9,12,17,25,21,15,18,16,21,26,7,19,15,14,15,23,20,8,12,2,-7,16,12,17,30,17,14,-1,13,35,24,2,10,18,11,23,23
X22,4,1,10,24,16,-13,-7,6,10,0,7,7,6,1,-8,-9,7,-16,5,6,-5,5,-9,-13,-5,-6,-6,-13,-3,9,-4,3,-4,-14,-19,9,-15,2,-21,-5,5,6,-2,6,0,-3,15,5,-5,-4,-9
X23,-8,-11,12,14,9,1,-17,8,17,-12,-8,4,-9,-6,-15,-12,-11,-20,-14,-7,-13,-24,2,-25,-9,-11,-4,4,6,7,-9,-8,-9,-20,-17,-7,-27,-17,-11,0,6,-12,-32,-25,-7,-15,-11,-15,-23,-13,-21
X24,-16,-28,-21,-2,-18,-26,-26,-25,-6,-19,-22,-25,-20,-22,-18,-26,-21,-32,-13,-21,-33,-52,-20,-32,-34,-20,-21,-30,-16,-9,-6,-21,-23,-23,-37,-25,-34,-28,-27,-22,-15,-28,-40,-42,-26,-18,-26,-32,-34,-36,-12
X25,-13,-36,-28,-8,-12,-18,-24,-27,-11,-16,-45,-36,-32,-28,-32,-21,-17,-28,-27,-10,-44,-50,-33,-22,-20,-15,-26,-26,-26,-16,-31,-16,-26,-23,-37,-28,-34,-41,-28,-16,-16,-7,-30,-14,-24,-12,-24,-21,-15,-33,-19
X26,-4,-4,-18,7,4,16,11,-26,-27,-30,-17,-4,-20,-16,-16,-7,-1,4,9,8,-4,-19,-11,-10,-1,-22,-2,-11,-13,-15,-6,-3,-6,-6,-23,-8,-20,-27,-15,-10,-20,-12,1,-3,-1,-1,-6,0,-8,-16,-18
X27,14,0,3,3,0,10,12,-24,-31,-1,-9,-5,-11,-10,-6,-1,3,12,-1,5,10,-1,4,-6,5,6,8,7,-11,0,4,0,-12,8,-17,-11,-21,11,-10,-7,5,7,2,6,4,0,6,-15,5,-4,1
X28,20,3,6,11,9,-1,18,11,-2,-6,-16,-11,-19,8,1,0,6,10,13,11,5,3,12,10,9,19,4,0,14,11,6,3,12,13,-1,-1,10,6,18,8,-2,14,11,-1,5,3,13,-1,12,6,2
X29,-22,-9,-9,-4,-26,-21,-12,-3,-9,-34,-27,-13,-37,-16,-41,-11,-12,-23,-19,-5,0,-4,-7,-14,-7,-11,-17,-19,-23,-19,-11,-8,2,-14,-16,-8,-7,-14,6,-1,-20,-3,-20,-15,-10,-3,-13,-19,-23,-25,-10
X30,-17,-16,-37,-36,-20,-21,-12,-11,-27,-29,-24,-25,-25,-15,-26,-16,-4,-22,-25,-13,-10,9,0,-13,-1,-12,-14,-24,-4,-18,-12,-10,-6,9,-6,-8,-8,-7,-9,-4,-34,-37,-35,-21,-14,-27,-9,-14,-9,-23,-16
X31,-13,-3,-16,-10,-8,-2,-9,-3,-19,-33,-23,-25,-6,0,3,13,13,5,-6,-3,-12,10,17,0,0,-3,0,-1,2,5,0,-5,2,7,-4,-14,3,-1,-6,-9,-18,-7,-17,-27,1,-16,-5,-16,-6,-7,-10
X32,-18,-21,-8,-20,-12,2,3,4,-9,-14,-8,-23,5,4,6,4,-5,2,0,-4,7,10,-6,-2,2,2,-10,0,-1,-3,-1,-5,-14,-7,2,-8,8,-3,0,-8,-14,-6,-9,6,2,-1,-8,-10,-13,-3,-5
X33,-6,-1,-11,-20,-30,-3,3,-16,1,7,5,-2,10,2,20,10,-4,9,-1,12,23,7,15,12,8,5,-5,18,7,6,-8,3,-7,15,8,2,-2,5,-4,2,-4,8,5,-2,-11,-17,-9,-6,-4,14,1
X34,-4,-13,-15,-9,-35,-22,-18,-22,-7,0,-11,-1,-4,-2,-16,-11,-16,0,-24,-18,-12,-4,-20,0,-13,-9,-5,0,-8,-20,-14,-21,-30,-26,-13,-12,-10,-6,-10,-19,-6,-18,-14,-26,-15,-7,-9,-14,-9,-5,-11
X35,-6,-11,-8,-16,-9,-22,-13,-20,-8,1,0,-4,3,-18,-14,-18,-23,-24,-3,-27,-9,-17,-24,-10,-8,-12,-12,-8,-10,-5,-19,-5,-11,-24,-6,-17,-22,-19,-23,-17,-15,-11,-12,4,-11,-4,-16,-6,-9,-14,-24
X36,9,20,14,9,33,11,3,23,5,27,29,10,3,8,21,11,20,-5,6,-3,5,13,-1,8,-5,0,16,1,-3,7,13,5,15,10,13,10,17,4,2,3,21,4,14,9,9,10,6,29,11,13,18
X37,31,40,51,37,36,37,25,41,51,50,54,55,52,41,46,31,24,42,35,36,10,14,27,20,26,25,30,32,32,24,34,33,45,36,49,50,42,40,44,39,49,41,58,47,32,42,45,45,43,37,50

// List all sensor variant failure nodes (Empty is pass)
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50
